Site,Latitude,Date,Year,Classcode,Amount,Stipes,Total,Distance,Area_m2,Species_Density,Dateordinal,Total_Count_Site,n_n1,pi_lnpi,species_presence
Little Corona Del Mar,33.587859,2015-11-14,2015,Southern Sea Palm >30,4,0.0,4.0,180.0,360.0,0.011111111111111112,735916,275.0,12.0,-0.06153420707704263,True
Little Corona Del Mar,33.587859,2016-10-02,2016,Giant Kelp,117,154.0,154.0,798.0,1596.0,0.09649122807017543,736239,222.0,23562.0,-0.2537009731379826,True
Little Corona Del Mar,33.587859,2016-10-02,2016,Laminaria Spp,0,0.0,0.0,180.0,360.0,0.0,736239,222.0,-0.0,,False
Little Corona Del Mar,33.587859,2016-10-02,2016,Sargassum Horneri,68,0.0,68.0,180.0,360.0,0.18888888888888888,736239,222.0,4556.0,-0.3624123334024313,True
Little Corona Del Mar,33.587859,2016-10-02,2016,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,736239,222.0,-0.0,,False
Little Corona Del Mar,33.587859,2017-09-17,2017,Giant Kelp,110,471.0,471.0,1500.0,3000.0,0.157,736589,477.0,221370.0,-0.012499171754037634,True
Little Corona Del Mar,33.587859,2017-09-17,2017,Laminaria Spp,0,0.0,0.0,180.0,360.0,0.0,736589,477.0,-0.0,,False
Little Corona Del Mar,33.587859,2017-09-17,2017,Sargassum Horneri,0,0.0,0.0,180.0,360.0,0.0,736589,477.0,-0.0,,False
Little Corona Del Mar,33.587859,2017-09-17,2017,Southern Sea Palm >30,6,0.0,6.0,180.0,360.0,0.016666666666666666,736589,477.0,30.0,-0.055040968825915554,True
Little Corona Del Mar,33.587859,2018-08-25,2018,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,736931,178.0,-0.0,,False
Little Corona Del Mar,33.587859,2018-08-25,2018,Giant Kelp,57,170.0,170.0,870.0,1740.0,0.09770114942528736,736931,178.0,28730.0,-0.04391836657926952,True
Little Corona Del Mar,33.587859,2018-08-25,2018,Sargassum Horneri,0,0.0,0.0,180.0,360.0,0.0,736931,178.0,-0.0,,False
Little Corona Del Mar,33.587859,2018-08-25,2018,Southern Sea Palm <30,6,0.0,6.0,180.0,360.0,0.016666666666666666,736931,178.0,30.0,-0.11427047464260776,True
Little Corona Del Mar,33.587859,2018-08-25,2018,Southern Sea Palm >30,2,0.0,2.0,180.0,360.0,0.005555555555555556,736931,178.0,2.0,-0.05043411651384427,True
Little Corona Del Mar,33.587859,2019-07-28,2019,Feather Boa Kelp,1,1.0,1.0,180.0,360.0,0.002777777777777778,737268,24.0,0.0,-0.13241890959783106,True
Little Corona Del Mar,33.587859,2019-07-28,2019,Giant Kelp,12,23.0,23.0,330.0,660.0,0.03484848484848485,737268,24.0,506.0,-0.04078629715134606,True
Little Corona Del Mar,33.587859,2019-07-28,2019,Sargassum Horneri,0,0.0,0.0,180.0,360.0,0.0,737268,24.0,-0.0,,False
Little Corona Del Mar,33.587859,2019-07-28,2019,Southern Sea Palm <30,0,0.0,0.0,180.0,360.0,0.0,737268,24.0,-0.0,,False
Little Corona Del Mar,33.587859,2019-07-28,2019,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,737268,24.0,-0.0,,False
Little Corona Del Mar,33.587859,2020-07-29,2020,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,737635,0.0,-0.0,,False
Little Corona Del Mar,33.587859,2020-07-29,2020,Giant Kelp,0,0.0,0.0,180.0,360.0,0.0,737635,0.0,-0.0,,False
Little Corona Del Mar,33.587859,2020-07-29,2020,Sargassum Horneri,0,0.0,0.0,180.0,360.0,0.0,737635,0.0,-0.0,,False
Little Corona Del Mar,33.587859,2020-07-29,2020,Southern Sea Palm <30,0,0.0,0.0,180.0,360.0,0.0,737635,0.0,-0.0,,False
Little Corona Del Mar,33.587859,2020-07-29,2020,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,737635,0.0,-0.0,,False
Little Corona Del Mar,33.587859,2021-07-31,2021,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,738002,16.0,-0.0,,False
Little Corona Del Mar,33.587859,2021-07-31,2021,Giant Kelp,6,16.0,16.0,240.0,480.0,0.03333333333333333,738002,16.0,240.0,0.0,True
Little Corona Del Mar,33.587859,2021-07-31,2021,Sargassum Horneri,0,0.0,0.0,180.0,360.0,0.0,738002,16.0,-0.0,,False
Little Corona Del Mar,33.587859,2021-07-31,2021,Southern Sea Palm <30,0,0.0,0.0,180.0,360.0,0.0,738002,16.0,-0.0,,False
Little Corona Del Mar,33.587859,2021-07-31,2021,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,738002,16.0,-0.0,,False
Little Corona Del Mar,33.587859,2021-10-30,2021,Feather Boa Kelp,1,2.0,2.0,180.0,360.0,0.005555555555555556,738093,369.0,2.0,-0.028279942891493666,True
Little Corona Del Mar,33.587859,2021-10-30,2021,Giant Kelp,7,28.0,28.0,270.0,540.0,0.05185185185185185,738093,369.0,756.0,-0.19566552777297844,True
Little Corona Del Mar,33.587859,2021-10-30,2021,Sargassum Horneri,339,0.0,339.0,64.4,128.8,2.631987577639751,738093,369.0,114582.0,-0.07790250928933896,True
Little Corona Del Mar,33.587859,2021-10-30,2021,Southern Sea Palm <30,0,0.0,0.0,180.0,360.0,0.0,738093,369.0,-0.0,,False
Little Corona Del Mar,33.587859,2021-10-30,2021,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,738093,369.0,-0.0,,False
Little Corona Del Mar,33.587859,2022-09-24,2022,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,738422,366.0,-0.0,,False
Little Corona Del Mar,33.587859,2022-09-24,2022,Giant Kelp,77,356.0,356.0,1230.0,2460.0,0.14471544715447154,738422,366.0,126380.0,-0.026945700840337577,True
Little Corona Del Mar,33.587859,2022-09-24,2022,Sargassum Horneri,7,0.0,7.0,180.0,360.0,0.019444444444444445,738422,366.0,42.0,-0.07567503358038899,True
Little Corona Del Mar,33.587859,2022-09-24,2022,Southern Sea Palm <30,0,0.0,0.0,180.0,360.0,0.0,738422,366.0,-0.0,,False
Little Corona Del Mar,33.587859,2022-09-24,2022,Southern Sea Palm >30,3,0.0,3.0,180.0,360.0,0.008333333333333333,738422,366.0,6.0,-0.03937722167814145,True
Little Corona Del Mar,33.587859,2023-11-04,2023,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,738828,481.0,-0.0,,False
Little Corona Del Mar,33.587859,2023-11-04,2023,Giant Kelp,45,348.0,348.0,1020.0,2040.0,0.17058823529411765,738828,481.0,120756.0,-0.23416912065548404,True
Little Corona Del Mar,33.587859,2023-11-04,2023,Sargassum Horneri,128,0.0,128.0,168.5,337.0,0.3798219584569733,738828,481.0,16256.0,-0.35228926567947283,True
Little Corona Del Mar,33.587859,2023-11-04,2023,Southern Sea Palm <30,5,0.0,5.0,180.0,360.0,0.013888888888888888,738828,481.0,20.0,-0.047468080641077555,True
Little Corona Del Mar,33.587859,2023-11-04,2023,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,738828,481.0,-0.0,,False
Little Corona Del Mar,33.587859,2024-10-08,2024,Feather Boa Kelp,0,0.0,0.0,180.0,360.0,0.0,739167,436.0,-0.0,,False
Little Corona Del Mar,33.587859,2024-10-08,2024,Giant Kelp,123,390.0,390.0,1560.0,3120.0,0.125,739167,436.0,151710.0,-0.09973221708230154,True
Little Corona Del Mar,33.587859,2024-10-08,2024,Sargassum Horneri,44,0.0,44.0,180.0,360.0,0.12222222222222222,739167,436.0,1892.0,-0.23144934590585786,True
Little Corona Del Mar,33.587859,2024-10-08,2024,Southern Sea Palm <30,2,0.0,2.0,180.0,360.0,0.005555555555555556,739167,436.0,2.0,-0.024699518636647197,True
Little Corona Del Mar,33.587859,2024-10-08,2024,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,739167,436.0,-0.0,,False
Long Point West,33.410526,2010-10-25,2010,Giant Kelp,141,516.0,516.0,1169.0,2338.0,0.22070145423438836,734070,608.0,265740.0,-0.13924201991127597,True
Long Point West,33.410526,2010-10-25,2010,Laminaria Spp,83,0.0,83.0,180.0,360.0,0.23055555555555557,734070,608.0,6806.0,-0.27184333019091156,True
Long Point West,33.410526,2010-10-25,2010,Southern Sea Palm >30,9,0.0,9.0,180.0,360.0,0.025,734070,608.0,72.0,-0.06236275121985119,True
Long Point West,33.410526,2012-04-30,2012,Giant Kelp,85,443.0,443.0,1440.0,2880.0,0.15381944444444445,734623,481.0,195806.0,-0.0757958264591624,True
Long Point West,33.410526,2012-04-30,2012,Laminaria Spp,37,0.0,37.0,180.0,360.0,0.10277777777777777,734623,481.0,1332.0,-0.19730379672781054,True
Long Point West,33.410526,2012-04-30,2012,Southern Sea Palm >30,1,0.0,1.0,180.0,360.0,0.002777777777777778,734623,481.0,0.0,-0.012839640894190773,True
Long Point West,33.410526,2016-11-02,2016,Giant Kelp,0,0.0,0.0,180.0,360.0,0.0,736270,102.0,-0.0,,False
Long Point West,33.410526,2016-11-02,2016,Laminaria Spp,0,0.0,0.0,180.0,360.0,0.0,736270,102.0,-0.0,,False
Long Point West,33.410526,2016-11-02,2016,Sargassum Horneri,102,0.0,102.0,150.0,300.0,0.34,736270,102.0,10302.0,0.0,True
Long Point West,33.410526,2016-11-02,2016,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,736270,102.0,-0.0,,False
Long Point West,33.410526,2017-09-21,2017,Giant Kelp,0,0.0,0.0,180.0,360.0,0.0,736593,12.0,-0.0,,False
Long Point West,33.410526,2017-09-21,2017,Laminaria Spp,0,0.0,0.0,180.0,360.0,0.0,736593,12.0,-0.0,,False
Long Point West,33.410526,2017-09-21,2017,Sargassum Horneri,12,0.0,12.0,180.0,360.0,0.03333333333333333,736593,12.0,132.0,0.0,True
Long Point West,33.410526,2017-09-21,2017,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,736593,12.0,-0.0,,False
Long Point West,33.410526,2018-09-06,2018,Giant Kelp,0,0.0,0.0,180.0,360.0,0.0,736943,0.0,-0.0,,False
Long Point West,33.410526,2018-09-06,2018,Oar Kelp,0,0.0,0.0,180.0,360.0,0.0,736943,0.0,-0.0,,False
Long Point West,33.410526,2018-09-06,2018,Sargassum Horneri,0,0.0,0.0,180.0,360.0,0.0,736943,0.0,-0.0,,False
Long Point West,33.410526,2018-09-06,2018,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,736943,0.0,-0.0,,False
Long Point West,33.410526,2019-11-06,2019,Giant Kelp,0,0.0,0.0,180.0,360.0,0.0,737369,382.0,-0.0,,False
Long Point West,33.410526,2019-11-06,2019,Oar Kelp,0,0.0,0.0,180.0,360.0,0.0,737369,382.0,-0.0,,False
Long Point West,33.410526,2019-11-06,2019,Sargassum Horneri,382,0.0,382.0,127.0,254.0,1.5039370078740157,737369,382.0,145542.0,0.0,True
Long Point West,33.410526,2019-11-06,2019,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,737369,382.0,-0.0,,False
Long Point West,33.410526,2020-10-13,2020,Giant Kelp,0,0.0,0.0,180.0,360.0,0.0,737711,113.0,-0.0,,False
Long Point West,33.410526,2020-10-13,2020,Oar Kelp,0,0.0,0.0,180.0,360.0,0.0,737711,113.0,-0.0,,False
Long Point West,33.410526,2020-10-13,2020,Sargassum Horneri,113,0.0,113.0,180.0,360.0,0.3138888888888889,737711,113.0,12656.0,0.0,True
Long Point West,33.410526,2020-10-13,2020,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,737711,113.0,-0.0,,False
Long Point West,33.410526,2021-09-11,2021,Giant Kelp,0,0.0,0.0,180.0,360.0,0.0,738044,63.0,-0.0,,False
Long Point West,33.410526,2021-09-11,2021,Oar Kelp,0,0.0,0.0,180.0,360.0,0.0,738044,63.0,-0.0,,False
Long Point West,33.410526,2021-09-11,2021,Sargassum Horneri,63,0.0,63.0,162.0,324.0,0.19444444444444445,738044,63.0,3906.0,0.0,True
Long Point West,33.410526,2021-09-11,2021,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,738044,63.0,-0.0,,False
Long Point West,33.410526,2022-11-05,2022,Giant Kelp,0,0.0,0.0,180.0,360.0,0.0,738464,79.0,-0.0,,False
Long Point West,33.410526,2022-11-05,2022,Oar Kelp,0,0.0,0.0,180.0,360.0,0.0,738464,79.0,-0.0,,False
Long Point West,33.410526,2022-11-05,2022,Sargassum Horneri,79,0.0,79.0,166.0,332.0,0.23795180722891565,738464,79.0,6162.0,0.0,True
Long Point West,33.410526,2022-11-05,2022,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,738464,79.0,-0.0,,False
Long Point West,33.410526,2023-08-12,2023,Giant Kelp,0,0.0,0.0,180.0,360.0,0.0,738744,177.0,-0.0,,False
Long Point West,33.410526,2023-08-12,2023,Oar Kelp,1,0.0,1.0,180.0,360.0,0.002777777777777778,738744,177.0,0.0,-0.029243783799852142,True
Long Point West,33.410526,2023-08-12,2023,Sargassum Horneri,176,0.0,176.0,138.0,276.0,0.6376811594202898,738744,177.0,30800.0,-0.0056337277190915604,True
Long Point West,33.410526,2023-08-12,2023,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,738744,177.0,-0.0,,False
Long Point West,33.410526,2024-07-18,2024,Giant Kelp,1,3.0,3.0,180.0,360.0,0.008333333333333333,739085,21.0,6.0,-0.277987164150759,True
Long Point West,33.410526,2024-07-18,2024,Oar Kelp,2,0.0,2.0,180.0,360.0,0.005555555555555556,739085,21.0,2.0,-0.22394050068223595,True
Long Point West,33.410526,2024-07-18,2024,Sargassum Horneri,16,0.0,16.0,180.0,360.0,0.044444444444444446,739085,21.0,240.0,-0.20718759274944137,True
Long Point West,33.410526,2024-07-18,2024,Southern Sea Palm >30,0,0.0,0.0,180.0,360.0,0.0,739085,21.0,-0.0,,False
Lopez,36.03056,2015-06-22,2015,Bull Kelp,12,0.0,12.0,180.0,360.0,0.03333333333333333,735771,1101.0,132.0,-0.04925414154697198,True
Lopez,36.03056,2015-06-22,2015,Giant Kelp,113,476.0,476.0,1590.0,3180.0,0.14968553459119496,735771,1101.0,226100.0,-0.3625365944285556,True
Lopez,36.03056,2015-06-22,2015,Laminaria Spp,390,0.0,390.0,145.0,290.0,1.3448275862068966,735771,1101.0,151710.0,-0.3676227838906496,True
Lopez,36.03056,2015-06-22,2015,Woody Kelp,223,0.0,223.0,174.0,348.0,0.6408045977011494,735771,1101.0,49506.0,-0.3234213691676214,True
Lopez,36.03056,2016-06-27,2016,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,736142,679.0,-0.0,,False
Lopez,36.03056,2016-06-27,2016,Giant Kelp,6,28.0,28.0,210.0,420.0,0.06666666666666667,736142,679.0,756.0,-0.13148109762406152,True
Lopez,36.03056,2016-06-27,2016,Laminaria Spp,313,0.0,313.0,128.0,256.0,1.22265625,736142,679.0,97656.0,-0.3569849989496376,True
Lopez,36.03056,2016-06-27,2016,Woody Kelp,338,0.0,338.0,115.0,230.0,1.4695652173913043,736142,679.0,113906.0,-0.34724658091543287,True
Lopez,36.03056,2017-06-26,2017,Bull Kelp,326,0.0,326.0,127.0,254.0,1.2834645669291338,736506,790.0,105950.0,-0.36525847328450783,True
Lopez,36.03056,2017-06-26,2017,Giant Kelp,8,44.0,44.0,300.0,600.0,0.07333333333333333,736506,790.0,1892.0,-0.16084190595934614,True
Lopez,36.03056,2017-06-26,2017,Laminaria Spp,254,0.0,254.0,150.0,300.0,0.8466666666666667,736506,790.0,64262.0,-0.36482717003088955,True
Lopez,36.03056,2017-06-26,2017,Woody Kelp,166,0.0,166.0,133.0,266.0,0.6240601503759399,736506,790.0,27390.0,-0.3278069570624696,True
Lopez,36.03056,2018-06-18,2018,Bull Kelp,125,0.0,125.0,152.5,305.0,0.4098360655737705,736863,634.0,15500.0,-0.3201370696243937,True
Lopez,36.03056,2018-06-18,2018,Giant Kelp,31,111.0,111.0,540.0,1080.0,0.10277777777777777,736863,634.0,12210.0,-0.30507820441145583,True
Lopez,36.03056,2018-06-18,2018,Torn Kelp,208,0.0,208.0,141.8,283.6,0.7334273624823695,736863,634.0,43056.0,-0.36564394628559754,True
Lopez,36.03056,2018-06-18,2018,Woody Kelp,190,0.0,190.0,151.0,302.0,0.6291390728476821,736863,634.0,35910.0,-0.361127330650758,True
Lopez,36.03056,2019-06-17,2019,Bull Kelp,4,0.0,4.0,180.0,360.0,0.011111111111111112,737227,847.0,12.0,-0.025291175128841388,True
Lopez,36.03056,2019-06-17,2019,Giant Kelp,2,7.0,7.0,210.0,420.0,0.016666666666666666,737227,847.0,42.0,-0.03963463260823753,True
Lopez,36.03056,2019-06-17,2019,Torn Kelp,305,0.0,305.0,137.4,274.8,1.1098981077147017,737227,847.0,92720.0,-0.3677964817043873,True
Lopez,36.03056,2019-06-17,2019,Woody Kelp,531,0.0,531.0,48.1,96.2,5.519750519750519,737227,847.0,281430.0,-0.29273250954046204,True
Lopez,36.03056,2020-08-11,2020,Bull Kelp,104,0.0,104.0,180.0,360.0,0.28888888888888886,737648,767.0,10712.0,-0.2709282579289334,True
Lopez,36.03056,2020-08-11,2020,Giant Kelp,3,71.0,71.0,180.0,360.0,0.19722222222222222,737648,767.0,4970.0,-0.2202950347159606,True
Lopez,36.03056,2020-08-11,2020,Torn Kelp,250,0.0,250.0,99.7,199.4,1.2537612838515546,737648,767.0,62250.0,-0.36539305198989885,True
Lopez,36.03056,2020-08-11,2020,Woody Kelp,342,0.0,342.0,76.8,153.6,2.2265625,737648,767.0,116622.0,-0.3601371760002486,True
Lopez,36.03056,2021-08-09,2021,Bull Kelp,31,0.0,31.0,180.0,360.0,0.08611111111111111,738011,637.0,930.0,-0.14710558239198984,True
Lopez,36.03056,2021-08-09,2021,Giant Kelp,1,1.0,1.0,180.0,360.0,0.002777777777777778,738011,637.0,0.0,-0.010136216099799315,True
Lopez,36.03056,2021-08-09,2021,Torn Kelp,252,0.0,252.0,122.9,245.8,1.0252237591537836,738011,637.0,63252.0,-0.36686000494710597,True
Lopez,36.03056,2021-08-09,2021,Woody Kelp,353,0.0,353.0,113.7,227.4,1.552330694810906,738011,637.0,124256.0,-0.327121608036923,True
Lopez,36.03056,2022-08-05,2022,Bull Kelp,31,0.0,31.0,180.0,360.0,0.08611111111111111,738372,724.0,930.0,-0.13491012406756586,True
Lopez,36.03056,2022-08-05,2022,Giant Kelp,1,71.0,71.0,180.0,360.0,0.19722222222222222,738372,724.0,4970.0,-0.227720880648415,True
Lopez,36.03056,2022-08-05,2022,No Blade Kelp,106,0.0,106.0,157.0,314.0,0.3375796178343949,738372,724.0,11130.0,-0.2813029607969707,True
Lopez,36.03056,2022-08-05,2022,Torn Kelp,209,0.0,209.0,142.0,284.0,0.7359154929577465,738372,724.0,43472.0,-0.358665113740289,True
Lopez,36.03056,2022-08-05,2022,Woody Kelp,307,0.0,307.0,89.7,179.4,1.7112597547380155,738372,724.0,93942.0,-0.3637965455153942,True
Lopez,36.03056,2023-08-18,2023,Bull Kelp,1,0.0,1.0,180.0,360.0,0.002777777777777778,738750,536.0,0.0,-0.011724130897520153,True
Lopez,36.03056,2023-08-18,2023,Giant Kelp,0,0.0,0.0,180.0,360.0,0.0,738750,536.0,-0.0,,False
Lopez,36.03056,2023-08-18,2023,No Blade Kelp,147,0.0,147.0,167.6,335.2,0.4385441527446301,738750,536.0,21462.0,-0.35480248399427916,True
Lopez,36.03056,2023-08-18,2023,Torn Kelp,176,0.0,176.0,174.0,348.0,0.5057471264367817,738750,536.0,30800.0,-0.3656761739211687,True
Lopez,36.03056,2023-08-18,2023,Woody Kelp,212,0.0,212.0,124.1,248.2,0.8541498791297342,738750,536.0,44732.0,-0.36686595506817793,True
Lopez,36.03056,2024-09-04,2024,Bull Kelp,57,0.0,57.0,164.0,328.0,0.17378048780487804,739133,536.0,3192.0,-0.23832411364639244,True
Lopez,36.03056,2024-09-04,2024,Giant Kelp,0,0.0,0.0,180.0,360.0,0.0,739133,536.0,-0.0,,False
Lopez,36.03056,2024-09-04,2024,No Blade Kelp,138,0.0,138.0,163.0,326.0,0.4233128834355828,739133,536.0,18906.0,-0.3493460926792471,True
Lopez,36.03056,2024-09-04,2024,Torn Kelp,155,0.0,155.0,180.0,360.0,0.4305555555555556,739133,536.0,23870.0,-0.35878713030502063,True
Lopez,36.03056,2024-09-04,2024,Woody Kelp,186,0.0,186.0,180.0,360.0,0.5166666666666667,739133,536.0,34410.0,-0.36727625494125693,True
Lovers Point,36.62545,2006-08-20,2006,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,732543,434.0,-0.0,,False
Lovers Point,36.62545,2006-08-20,2006,Giant Kelp,154,429.0,429.0,1650.0,3300.0,0.13,732543,434.0,183612.0,-0.011454117301738264,True
Lovers Point,36.62545,2006-08-20,2006,Laminaria Spp,4,0.0,4.0,180.0,360.0,0.011111111111111112,732543,434.0,12.0,-0.04319585412885266,True
Lovers Point,36.62545,2006-08-20,2006,Woody Kelp,1,0.0,1.0,180.0,360.0,0.002777777777777778,732543,434.0,0.0,-0.013993190170738261,True
Lovers Point,36.62545,2007-06-10,2007,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,732837,1298.0,-0.0,,False
Lovers Point,36.62545,2007-06-10,2007,Giant Kelp,105,1296.0,1296.0,2280.0,4560.0,0.28421052631578947,732837,1298.0,1678320.0,-0.0015396443574365768,True
Lovers Point,36.62545,2007-06-10,2007,Laminaria Spp,2,0.0,2.0,180.0,360.0,0.005555555555555556,732837,1298.0,2.0,-0.009977554263026333,True
Lovers Point,36.62545,2007-06-10,2007,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,732837,1298.0,-0.0,,False
Lovers Point,36.62545,2007-07-27,2007,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,732884,1210.0,-0.0,,False
Lovers Point,36.62545,2007-07-27,2007,Giant Kelp,78,1209.0,1209.0,1860.0,3720.0,0.325,732884,1210.0,1460472.0,-0.0008261046801461448,True
Lovers Point,36.62545,2007-07-27,2007,Laminaria Spp,1,0.0,1.0,180.0,360.0,0.002777777777777778,732884,1210.0,0.0,-0.005866426147595692,True
Lovers Point,36.62545,2007-07-27,2007,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,732884,1210.0,-0.0,,False
Lovers Point,36.62545,2007-10-20,2007,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,732969,924.0,-0.0,,False
Lovers Point,36.62545,2007-10-20,2007,Giant Kelp,58,923.0,923.0,1440.0,2880.0,0.32048611111111114,732969,924.0,851006.0,-0.001081665237166646,True
Lovers Point,36.62545,2007-10-20,2007,Laminaria Spp,1,0.0,1.0,180.0,360.0,0.002777777777777778,732969,924.0,0.0,-0.007390381029915243,True
Lovers Point,36.62545,2007-10-20,2007,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,732969,924.0,-0.0,,False
Lovers Point,36.62545,2008-07-12,2008,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,733235,863.0,-0.0,,False
Lovers Point,36.62545,2008-07-12,2008,Giant Kelp,89,862.0,862.0,1350.0,2700.0,0.31925925925925924,733235,863.0,742182.0,-0.0011580769430027974,True
Lovers Point,36.62545,2008-07-12,2008,Laminaria Spp,1,0.0,1.0,180.0,360.0,0.002777777777777778,733235,863.0,0.0,-0.007833620731267008,True
Lovers Point,36.62545,2008-07-12,2008,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,733235,863.0,-0.0,,False
Lovers Point,36.62545,2008-11-02,2008,Bull Kelp,1,0.0,1.0,180.0,360.0,0.002777777777777778,733348,624.0,0.0,-0.01031434353905357,True
Lovers Point,36.62545,2008-11-02,2008,Giant Kelp,102,623.0,623.0,1350.0,2700.0,0.23074074074074075,733348,624.0,387506.0,-0.0016012793102085311,True
Lovers Point,36.62545,2008-11-02,2008,Laminaria Spp,0,0.0,0.0,180.0,360.0,0.0,733348,624.0,-0.0,,False
Lovers Point,36.62545,2008-11-02,2008,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,733348,624.0,-0.0,,False
Lovers Point,36.62545,2009-07-11,2009,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,733599,358.0,-0.0,,False
Lovers Point,36.62545,2009-07-11,2009,Giant Kelp,171,358.0,358.0,1500.0,3000.0,0.11933333333333333,733599,358.0,127806.0,0.0,True
Lovers Point,36.62545,2009-07-11,2009,Laminaria Spp,0,0.0,0.0,180.0,360.0,0.0,733599,358.0,-0.0,,False
Lovers Point,36.62545,2009-07-11,2009,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,733599,358.0,-0.0,,False
Lovers Point,36.62545,2010-10-23,2010,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,734068,898.0,-0.0,,False
Lovers Point,36.62545,2010-10-23,2010,Giant Kelp,49,898.0,898.0,1170.0,2340.0,0.3837606837606838,734068,898.0,805506.0,0.0,True
Lovers Point,36.62545,2010-10-23,2010,Laminaria Spp,0,0.0,0.0,180.0,360.0,0.0,734068,898.0,-0.0,,False
Lovers Point,36.62545,2010-10-23,2010,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,734068,898.0,-0.0,,False
Lovers Point,36.62545,2011-05-14,2011,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,734271,719.0,-0.0,,False
Lovers Point,36.62545,2011-05-14,2011,Giant Kelp,37,719.0,719.0,840.0,1680.0,0.42797619047619045,734271,719.0,516242.0,0.0,True
Lovers Point,36.62545,2011-05-14,2011,Laminaria Spp,0,0.0,0.0,180.0,360.0,0.0,734271,719.0,-0.0,,False
Lovers Point,36.62545,2011-05-14,2011,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,734271,719.0,-0.0,,False
Lovers Point,36.62545,2012-05-05,2012,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,734628,662.0,-0.0,,False
Lovers Point,36.62545,2012-05-05,2012,Giant Kelp,86,662.0,662.0,1590.0,3180.0,0.20817610062893083,734628,662.0,437582.0,0.0,True
Lovers Point,36.62545,2012-05-05,2012,Laminaria Spp,0,0.0,0.0,180.0,360.0,0.0,734628,662.0,-0.0,,False
Lovers Point,36.62545,2012-05-05,2012,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,734628,662.0,-0.0,,False
Lovers Point,36.62545,2013-06-22,2013,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,735041,904.0,-0.0,,False
Lovers Point,36.62545,2013-06-22,2013,Giant Kelp,39,904.0,904.0,1140.0,2280.0,0.39649122807017545,735041,904.0,816312.0,0.0,True
Lovers Point,36.62545,2013-06-22,2013,Laminaria Spp,0,0.0,0.0,180.0,360.0,0.0,735041,904.0,-0.0,,False
Lovers Point,36.62545,2013-06-22,2013,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,735041,904.0,-0.0,,False
Lovers Point,36.62545,2014-05-10,2014,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,735363,713.0,-0.0,,False
Lovers Point,36.62545,2014-05-10,2014,Giant Kelp,27,713.0,713.0,810.0,1620.0,0.44012345679012344,735363,713.0,507656.0,0.0,True
Lovers Point,36.62545,2014-05-10,2014,Laminaria Spp,0,0.0,0.0,180.0,360.0,0.0,735363,713.0,-0.0,,False
Lovers Point,36.62545,2014-05-10,2014,Woody Kelp,0,0.0,0.0,180.0,360.0,0.0,735363,713.0,-0.0,,False
Lovers Point,36.62545,2015-05-30,2015,Bull Kelp,0,0.0,0.0,180.0,360.0,0.0,735748,1358.0,-0.0,,False
Lovers Point,36.62545,2015-05-30,2015,Giant Kelp,238,1358.0,1358.0,2974.0,5948.0,0.22831203765971755,735748,1358.0,1842806.0,0.0,True
