Site,Latitude,Date,Year,Month,Day,Month_Day,Dateordinal,DayofYear,Total_Count_Site_Invert,Simpsons_Invert,Shannon_Invert,Richness_Invert,std_Simpsons_Invert,std_Shannon_Invert,std_Richness_Invert,Total_Count_Site_Kelp,Simpsons_Kelp,Shannon_Kelp,Richness_Kelp,std_Simpsons_Kelp,std_Shannon_Kelp,std_Richness_Kelp
Lovers Point,36.62545,2019-05-11,2019,May,11,May-11,737190,131,1348,0.5020861833858734,0.9924415343757684,9,-0.7452774018534419,-0.9297759145843196,-0.8611084184997604,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Lovers Point,36.62545,2020-06-30,2020,Jun,30,Jun-30,737606,182,1211,0.5535483959025735,1.07064157980427,11,-0.411558331275235,-0.7171970122550128,-0.1070746889284234,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Lovers Point,36.62545,2021-07-10,2021,Jul,10,Jul-10,737981,191,1344,0.59287243378364,1.0996166525352036,13,-0.1565521678928687,-0.6384312120268619,0.6469590406429135,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Lovers Point,36.62545,2022-07-02,2022,Jul,2,Jul-02,738338,183,963,0.6231695390573895,1.2199319393450307,12,0.0399166840805034,-0.3113662920089645,0.269942175857245,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Lovers Point,36.62545,2023-05-21,2023,May,21,May-21,738661,141,1171,0.6088856773741488,1.3353107606720287,14,-0.0527104458481186,0.0022793466264712,1.023975905428582,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Lovers Point,36.62545,2024-06-29,2024,Jun,29,Jun-29,739066,181,1585,0.5245228308319791,1.0257170640847657,12,-0.5997815755677861,-0.8393197576702897,0.269942175857245,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
MacKerricher North,39.490631,2018-07-17,2018,Jul,17,Jul-17,736892,198,1234,0.6460425810471357,1.2018903745625404,7,0.1882424155409875,-0.3604104583742059,-1.6151421480710977,238.0,0.5212566039073858,0.7931377023475362,4.0,1.0505636344832696,0.771273042428948,0.7716808976787615
MacKerricher North,39.490631,2019-08-11,2019,Aug,11,Aug-11,737282,223,2286,0.3876527469077306,0.7797943292696579,9,-1.4873484904636216,-1.5078358018535976,-0.8611084184997604,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
MacKerricher North,39.490631,2020-09-16,2020,Sep,16,Sep-16,737684,260,2496,0.3970090822670983,0.795169451473211,10,-1.4266750878357628,-1.4660400895454937,-0.4840915537140919,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
MacKerricher North,39.490631,2021-06-24,2021,Jun,24,Jun-24,737965,175,2382,0.3963084466270372,0.7855898972835437,8,-1.4312185278314542,-1.49208113726209,-1.2381252832854288,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
MacKerricher North,39.490631,2022-08-18,2022,Aug,18,Aug-18,738385,230,2957,0.3069640947399876,0.6315373414154049,7,-2.0105934247712782,-1.9108574058438648,-1.6151421480710977,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
MacKerricher North,39.490631,2023-08-03,2023,Aug,3,Aug-03,738735,215,2032,0.5260858271593452,1.0598904019603264,10,-0.5896459506854228,-0.7464230001977223,-0.4840915537140919,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Macklyn Cove,42.045155,2017-10-01,2017,Oct,1,Oct-01,736603,274,80,0.7677215189873418,1.7022184674273566,9,0.9772986976658872,0.9996807820197986,-0.8611084184997604,1056.0,0.6711905787735172,1.2040414679882752,4.0,1.6476951515788973,1.7104602297988,0.7716808976787615
Macklyn Cove,42.045155,2019-06-30,2019,Jun,30,Jun-30,737240,181,622,0.7067845141380721,1.4634513052955802,10,0.5821380617814752,0.3506164373620478,-0.4840915537140919,136.0,0.44095860566448797,0.6295012608763815,2.0,0.7307664333930267,0.3972554206219111,-0.4219424791401416
Macklyn Cove,42.045155,2020-10-29,2020,Oct,29,Oct-29,737727,303,867,0.5972867071023491,1.166657228630358,9,-0.1279267529105699,-0.456188196696872,-0.8611084184997604,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Macklyn Cove,42.045155,2021-11-22,2021,Nov,22,Nov-22,738116,326,920,0.7083763069498983,1.4256781140265695,10,0.592460424379922,0.2479338430816794,-0.4840915537140919,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Macklyn Cove,42.045155,2022-08-12,2022,Aug,12,Aug-12,738379,224,706,0.7105820424728266,1.45611473940907,10,0.6067640458655725,0.3306727261471107,-0.4840915537140919,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Macklyn Cove,42.045155,2024-07-14,2024,Jul,14,Jul-14,739081,196,1521,0.4208778850479255,0.9522366614643316,9,-1.2718921064929514,-1.039068789095714,-0.8611084184997604,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Malaga Cove,33.803693,2006-08-06,2006,Aug,6,Aug-06,732529,218,305,0.5481233822260569,1.0138289405289669,7,-0.4467381347361467,-0.8716364173652951,-1.6151421480710977,293.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Malaga Cove,33.803693,2007-05-26,2007,May,26,May-26,732822,146,561,0.6719824293353704,1.3597855234928518,10,0.3564555886314409,0.0688115102168063,-0.4840915537140919,1038.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Malaga Cove,33.803693,2007-11-03,2007,Nov,3,Nov-03,732983,307,592,0.6276295330863859,1.1375631991395303,10,0.0688385859839252,-0.535277368827231,-0.4840915537140919,598.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Malaga Cove,33.803693,2008-04-27,2008,Apr,27,Apr-27,733159,118,617,0.6759456103054158,1.348809490345441,11,0.3821557869940272,0.0389742759080364,-0.1070746889284234,1078.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Malaga Cove,33.803693,2009-08-15,2009,Aug,15,Aug-15,733634,227,310,0.4796325294915962,0.9847364889688344,7,-0.8908835105346669,-0.9507213000508936,-1.6151421480710977,932.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Malaga Cove,33.803693,2010-11-13,2010,Nov,13,Nov-13,734089,317,213,0.7129506599344495,1.516363459035193,10,0.6221239143825272,0.4944527676379748,-0.4840915537140919,533.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Malaga Cove,33.803693,2011-04-22,2011,Apr,22,Apr-22,734249,112,282,0.6710835163171045,1.430917524223558,11,0.3506263713802586,0.2621766489832067,-0.1070746889284234,743.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Malaga Cove,33.803693,2012-08-19,2012,Aug,19,Aug-19,734734,232,243,0.6083052749719416,1.209978517064538,9,-0.0564742045509351,-0.3384236622600062,-0.8611084184997604,473.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Malaga Cove,33.803693,2013-08-04,2013,Aug,4,Aug-04,735084,216,144,0.3767482517482518,0.8709781504220598,7,-1.5580613069513491,-1.2599618203929082,-1.6151421480710977,1150.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Malaga Cove,33.803693,2015-08-08,2015,Aug,8,Aug-08,735818,220,129,0.5195009689922481,1.0613984038293445,7,-0.6323470441663889,-0.7423236498678115,-1.6151421480710977,767.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Malaga Cove,33.803693,2016-09-24,2016,Sep,24,Sep-24,736231,268,63,0.3932411674347158,0.7309587700962847,4,-1.451109036055002,-1.640590322734347,-2.7461927424281027,10.0,0.19999999999999996,0.3250829733914482,2.0,-0.228882491316331,-0.2985419390374656,-0.4219424791401416
Malaga Cove,33.803693,2017-09-30,2017,Sep,30,Sep-30,736602,273,160,0.2617138364779874,0.6208158093188707,8,-2.3040295868041123,-1.940002804825168,-1.2381252832854288,470.0,0.00849249194755708,0.027478531192234992,2.0,-0.9915860007821504,-0.9787651503823586,-0.4219424791401416
Malaga Cove,33.803693,2018-09-29,2018,Sep,29,Sep-29,736966,272,150,0.1645637583892617,0.409756854344295,6,-2.934022589064728,-2.5137451949915217,-1.9921590128567657,223.0,0.5114531571930675,0.7510647553226345,3.0,1.0115201354063343,0.6751084995728809,0.17486920926930993
Malaga Cove,33.803693,2019-11-02,2019,Nov,2,Nov-02,737365,306,218,0.3463408447131442,0.835907024683306,11,-1.755245437174206,-1.3552991232313556,-0.1070746889284234,167.0,0.3190246013996104,0.4970639757591744,2.0,0.24514843375525228,0.09454852982919038,-0.4219424791401416
Malaga Cove,33.803693,2020-11-10,2020,Nov,10,Nov-10,737739,315,109,0.6848453958545702,1.538352266254907,10,0.4398685827826915,0.5542271127382125,-0.4840915537140919,504.0,0.41401590457256465,0.6036372515003262,2.0,0.623463628995033,0.33813903315798355,-0.4219424791401416
Malaga Cove,33.803693,2021-09-25,2021,Sep,25,Sep-25,738058,268,221,0.6439736733854381,1.361214720909198,12,0.174826087167041,0.07269663862452,0.269942175857245,386.0,0.2703451988426082,0.4406994653469283,2.0,0.051276394238358995,-0.034281698628340566,-0.4219424791401416
Malaga Cove,33.803693,2023-09-02,2023,Sep,2,Sep-02,738765,245,403,0.6184585756083107,1.3140753523089148,12,0.0093673107273022,-0.0554469599966198,0.269942175857245,278.0,0.09723917616809075,0.23396409074303104,3.0,-0.638140811103633,-0.5068089209119339,0.17486920926930993
Malaga Cove,33.803693,2024-09-07,2024,Sep,7,Sep-07,739136,251,311,0.5919510424229852,1.2494239778300278,11,-0.1625271513512013,-0.2311951727437403,-0.1070746889284234,114.0,0.05201055736686855,0.13844277552792542,3.0,-0.8182696563838787,-0.7251383763036408,0.17486920926930993
Malpaso Creek,36.47998,2015-05-09,2015,May,9,May-09,735727,129,811,0.585605334064027,1.1733184897388085,8,-0.203677420493335,-0.4380802331170044,-1.2381252832854288,700.0,0.6725526262006949,1.1864306925838584,4.0,1.6531196822583047,1.67020794689824,0.7716808976787615
Malpaso Creek,36.47998,2016-10-01,2016,Oct,1,Oct-01,736238,275,410,0.6842984077762537,1.4167697299649666,9,0.4363215072842589,0.2237173033729534,-0.8611084184997604,936.0,0.5978449654920244,1.0390497802675829,4.0,1.3555867260523202,1.3333449729255282,0.7716808976787615
Malpaso Creek,36.47998,2017-05-27,2017,May,27,May-27,736476,147,1342,0.3671693277810562,0.8235246268267962,9,-1.6201781388391043,-1.388959417545996,-0.8611084184997604,642.0,0.6967646930176272,1.2874763228923536,4.0,1.7495473812059525,1.9011641202432736,0.7716808976787615
Malpaso Creek,36.47998,2018-05-05,2018,May,5,May-05,736819,125,3045,0.1954993969131446,0.4619593520314454,9,-2.73341301495084,-2.371837992810561,-0.8611084184997604,542.0,0.46654070976938977,0.6584232977772508,2.0,0.8326504836778096,0.46336142587493645,-0.4219424791401416
Malpaso Creek,36.47998,2019-05-04,2019,May,4,May-04,737183,124,2192,0.3403476231564429,0.7602246905398614,11,-1.7941099210325822,-1.5610338824604022,-0.1070746889284234,345.0,0.5007414897202562,0.6924370775743125,2.0,0.9688595292670347,0.5411054351799041,-0.4219424791401416
Malpaso Creek,36.47998,2020-06-13,2020,Jun,13,Jun-13,737589,165,4298,0.1514409449253773,0.3964680811222308,9,-3.0191206231050938,-2.549869378927352,-0.8611084184997604,341.0,0.30065551147145075,0.5712531427740092,4.0,0.17199114871521073,0.2641199013480761,0.7716808976787615
Malpaso Creek,36.47998,2021-07-04,2021,Jul,4,Jul-04,737975,185,3365,0.3883881956137266,0.8777488308843504,11,-1.4825792967849925,-1.241556411383112,-0.1070746889284234,160.0,0.6091981132075472,0.990905146778465,3.0,1.4008021105256117,1.2233026060879097,0.17486920926930993
Malpaso Creek,36.47998,2022-05-27,2022,May,27,May-27,738302,147,2106,0.4009343285669493,0.8550908896489152,11,-1.4012208859482762,-1.303149729526061,-0.1070746889284234,313.0,0.6020930613582371,1.0715627932021077,5.0,1.3725053192639267,1.407658736206038,1.368492586088213
Malpaso Creek,36.47998,2023-10-29,2023,Oct,29,Oct-29,738822,302,1977,0.3376783414120687,0.7774299897089385,9,-1.811419519265555,-1.5142630194568278,-0.8611084184997604,170.0,0.607239819004525,0.9879971268940854,3.0,1.393002949665544,1.2166558550858417,0.17486920926930993
Malpaso Creek,36.47998,2024-08-24,2024,Aug,24,Aug-24,739122,237,625,0.4487846153846153,0.9401307655427552,9,-1.0909242146088902,-1.071977440908128,-0.8611084184997604,98.0,0.4771723122238586,0.7892707462453581,3.0,0.8749922204887145,0.7624344872027039,0.17486920926930993
McAbee,36.616679,2006-08-25,2006,Aug,25,Aug-25,732548,237,279,0.2678115572058482,0.6616012648513226,10,-2.264487452985306,-1.8291316752678772,-0.4840915537140919,403.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2007-09-29,2007,Sep,29,Sep-29,732948,272,364,0.5951624133442315,1.283070941626674,13,-0.1417022457221945,-0.1397293098863506,0.6469590406429135,1021.0,0.0019588638589618235,0.007764983293085644,2.0,-1.017607022743083,-1.023823660799298,-0.4219424791401416
McAbee,36.616679,2008-08-23,2008,Aug,23,Aug-23,733277,236,419,0.4790056068789896,1.264139417610331,16,-0.8949489407090035,-0.1911927402815998,1.778009634999919,1239.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2009-07-11,2009,Jul,11,Jul-11,733599,192,349,0.350261831834799,0.8388681815107168,12,-1.7298188549501494,-1.347249518342424,0.269942175857245,849.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2010-07-31,2010,Jul,31,Jul-31,733984,212,449,0.4450863028953229,1.134871167603788,16,-1.1149068097263064,-0.5425953838714443,1.778009634999919,916.0,0.010869305843892452,0.0338856125278502,2.0,-0.9821200309174822,-0.9641207270355365,-0.4219424791401416
McAbee,36.616679,2011-06-04,2011,Jun,4,Jun-04,734292,155,355,0.3048937693960373,0.782080441990209,13,-2.024018946446107,-1.5016212359914822,0.6469590406429135,1077.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2012-06-02,2012,Jun,2,Jun-02,734656,154,403,0.5370294927348369,1.1285141784065926,12,-0.5186791242321942,-0.5598762150813781,0.269942175857245,716.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2013-07-20,2013,Jul,20,Jul-20,735069,201,498,0.6132861425581602,1.3715945532304283,14,-0.0241745730299127,0.1009131613786767,1.023975905428582,802.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2014-06-28,2014,Jun,28,Jun-28,735412,179,326,0.6234450212364323,1.4574980914715356,14,0.0417031144000549,0.3344332286041434,1.023975905428582,521.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2015-06-06,2015,Jun,6,Jun-06,735755,157,455,0.6369850413903277,1.3158116403962676,11,0.1295066253723405,-0.0507270367061099,-0.1070746889284234,1349.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2015-10-03,2015,Oct,3,Oct-03,735874,276,423,0.6267128275800253,1.4016147454078978,15,0.0628939890726031,0.1825200129582715,1.4009927702142506,1832.0,0.007616879601429982,0.02508590793949734,2.0,-0.9950732406095302,-0.9842338788075419,-0.4219424791401416
McAbee,36.616679,2016-05-28,2016,May,28,May-28,736112,149,562,0.6850819266561364,1.5039229283216735,13,0.4414024235447108,0.4606344450400432,0.6469590406429135,1415.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2017-06-03,2017,Jun,3,Jun-03,736483,154,680,0.5298579225504635,1.1428709187733466,12,-0.5651848926295172,-0.5208488706409993,0.269942175857245,146.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2017-09-02,2017,Sep,2,Sep-02,736574,245,936,0.5632478632478632,1.2069697754057105,13,-0.3486598069157676,-0.3466026216931022,0.6469590406429135,250.0,0.1807228915662651,0.3250829733914482,2.0,-0.30565607792023847,-0.2985419390374656,-0.4219424791401416
McAbee,36.616679,2018-07-14,2018,Jul,14,Jul-14,736889,195,598,0.5743152776143818,1.2855686265362902,15,-0.2768905017212053,-0.1329396064591811,1.4009927702142506,1283.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2019-06-09,2019,Jun,9,Jun-09,737219,160,710,0.6177794552931126,1.2737923279630337,11,0.0049633920204423,-0.1649522812663066,-0.1070746889284234,443.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2020-07-11,2020,Jul,11,Jul-11,737617,193,842,0.6482018635206928,1.3876912801787136,15,0.2022448010769265,0.1446704830913556,1.4009927702142506,1250.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2021-07-13,2021,Jul,13,Jul-13,737984,194,657,0.6260997883951442,1.3473943814767024,14,0.0589185893180715,0.0351274457899136,1.023975905428582,833.0,0.0024009603841537164,0.009273029005683595,2.0,-1.0158463159451323,-1.020376777782708,-0.4219424791401416
McAbee,36.616679,2021-11-11,2021,Nov,11,Nov-11,738105,315,816,0.61195717550824,1.3409745631098142,17,-0.0327925788839068,0.0176758198463663,2.1550264997855875,524.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2022-08-19,2022,Aug,19,Aug-19,738386,231,971,0.5899094354847272,1.2870215599700867,17,-0.1757664416304601,-0.1289899540923368,2.1550264997855875,1064.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2023-06-11,2023,Jun,11,Jun-11,738682,162,794,0.644385222078578,1.3100134993169752,13,0.1774948734600466,-0.0664886959152901,0.6469590406429135,1302.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2023-09-10,2023,Sep,10,Sep-10,738773,253,490,0.6712324193481074,1.4303971474704718,13,0.3515919688289971,0.2607620574908024,0.6469590406429135,1085.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
McAbee,36.616679,2024-05-11,2024,May,11,May-11,739017,132,796,0.6539047438450112,1.4184727216599635,14,0.2392264975174495,0.2283467137935568,1.023975905428582,457.0,0.04289991938270188,0.10527520113007839,2.0,-0.8545539547628941,-0.8009482459504178,-0.4219424791401416
McAbee,36.616679,2024-09-19,2024,Sep,19,Sep-19,739148,263,566,0.6798524031395603,1.5308785724928915,15,0.4074903229533823,0.5339106332838983,1.4009927702142506,1499.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Mendocino Headlands,39.305283,2007-05-16,2007,May,16,May-16,732812,136,793,0.7922573783229521,1.8851829262738704,12,1.136407367365239,1.4970511302560898,0.269942175857245,133.0,0.5281385281385281,0.8155134517273939,3.0,1.0779717910425035,0.8224164460251444,0.17486920926930993
Mendocino Headlands,39.305283,2007-10-07,2007,Oct,7,Oct-07,732956,280,538,0.7848712037825452,1.7934173329786418,13,1.0885099455054013,1.2475956601549498,0.6469590406429135,231.0,0.5905138339920948,0.9632144547797886,3.0,1.3263895432357566,1.1600110392802696,0.17486920926930993
Mendocino Headlands,39.305283,2008-09-28,2008,Sep,28,Sep-28,733313,272,643,0.7709044926672577,1.860551804753048,13,0.9979394545667244,1.4300939213779489,0.6469590406429135,343.0,0.6183826914224336,1.0280567094281123,3.0,1.4373808854712855,1.3082185269164965,0.17486920926930993
Mendocino Headlands,39.305283,2009-10-18,2009,Oct,18,Oct-18,733698,291,967,0.8051603537867644,1.8749718282596053,13,1.2200798091219849,1.469293294623704,0.6469590406429135,373.0,0.5934157802185132,0.9929506550552051,3.0,1.3379469207698231,1.2279779469482632,0.17486920926930993
Mendocino Headlands,39.305283,2010-05-18,2010,May,18,May-18,733910,138,886,0.8055170830623255,1.8680664100367816,11,1.2223931057422894,1.4505216146599778,-0.1070746889284234,257.0,0.5785201848249028,0.9372087029418227,3.0,1.278623278590852,1.1005706764350867,0.17486920926930993
Mendocino Headlands,39.305283,2011-06-12,2011,Jun,12,Jun-12,734300,163,834,0.7680568630329829,1.71817472013732,12,0.9794733166292476,1.0430562387447475,0.269942175857245,361.0,0.6517543859649123,1.0731392760248557,3.0,1.5702879908021106,1.4112620433354455,0.17486920926930993
Mendocino Headlands,39.305283,2011-10-09,2011,Oct,9,Oct-09,734419,282,1026,0.816594874720677,1.9167910631899527,14,1.2942297049768134,1.5829746487588838,1.023975905428582,203.0,0.6335658196361509,1.0457808623782086,3.0,1.4978496644295523,1.3487299525826904,0.17486920926930993
Mendocino Headlands,39.305283,2012-04-22,2012,Apr,22,Apr-22,734615,113,718,0.7425942976577584,1.6474128888695454,11,0.8143551991600606,0.8506973681675114,-0.1070746889284234,176.0,0.40980519480519484,0.722195700288481,3.0,0.6066939307749742,0.6091235929676251,0.17486920926930993
Mendocino Headlands,39.305283,2012-10-06,2012,Oct,6,Oct-06,734782,280,834,0.7919426763511159,1.8098255574081357,12,1.1343666068846008,1.2921997562175769,0.269942175857245,261.0,0.5821986442676098,0.968270580386929,3.0,1.2932732208041469,1.1715676342424846,0.17486920926930993
Mendocino Headlands,39.305283,2014-11-08,2014,Nov,8,Nov-08,735545,312,1163,0.7901089679933344,1.7003602927525645,11,1.122475484856535,0.9946295223876724,-0.1070746889284234,40.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Mendocino Headlands,39.305283,2015-08-06,2015,Aug,6,Aug-06,735816,218,1119,0.7775406421207282,1.625281290738845,13,1.0409731587066615,0.7905348604395694,0.6469590406429135,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Mendocino Headlands,39.305283,2016-10-08,2016,Oct,8,Oct-08,736245,282,1207,0.7487912549926424,1.5081978638359723,11,0.8545408565788742,0.4722554242118404,-0.1070746889284234,6.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Mendocino Headlands,39.305283,2017-08-02,2017,Aug,2,Aug-02,736543,214,1188,0.6768400091904725,1.3602624537974777,12,0.3879557312647959,0.0701079969399202,0.269942175857245,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Mendocino Headlands,39.305283,2018-07-16,2018,Jul,16,Jul-16,736891,197,2609,0.4090621303792676,0.8163488501257433,5,-1.3485142040159646,-1.4084660396471906,-2.3691758776424345,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Mendocino Headlands,39.305283,2019-10-13,2019,Oct,13,Oct-13,737345,286,3261,0.303077643765415,0.685587239719881,12,-2.035796049059172,-1.763928232214658,0.269942175857245,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Mendocino Headlands,39.305283,2021-09-04,2021,Sep,4,Sep-04,738037,247,3585,0.3191126842996613,0.7065481119384512,9,-1.931812979500396,-1.7069482242917404,-0.8611084184997604,8.0,0.0,0.0,1.0,-1.0254084523318738,-1.0415717892634777,-1.018754167549593
Mendocino Headlands,39.305283,2022-08-11,2022,Aug,11,Aug-11,738378,223,5131,0.3041585318457581,0.6962025244145696,12,-2.028786770834803,-1.7350716560330852,0.269942175857245,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Mendocino Headlands,39.305283,2023-08-25,2023,Aug,25,Aug-25,738757,237,4187,0.313050507503317,0.7495843622341954,11,-1.971124620162956,-1.589958537161658,-0.1070746889284234,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Mendocino Headlands,39.305283,2024-08-22,2024,Aug,22,Aug-22,739120,235,6500,0.2019206268419994,0.4987582861684051,11,-2.6917730080597457,-2.271803817857612,-0.1070746889284234,0.0,0.0,0.0,0.0,-1.0254084523318738,-1.0415717892634777,-1.6155658559590447
Middle Reef,36.521869,2006-10-21,2006,Oct,21,Oct-21,732605,294,335,0.1959424434712664,0.495737989302008,7,-2.7305399731912914,-2.280014188952017,-1.6151421480710977,811.0,0.43895815256275594,0.7858211109531311,4.0,0.7227993692464086,0.7545497863591708,0.7716808976787615
Middle Reef,36.521869,2007-09-22,2007,Sep,22,Sep-22,732941,265,334,0.3285141428854004,0.7852991835246118,11,-1.8708469644792929,-1.4928714131682883,-0.1070746889284234,1004.0,0.2697942030482259,0.5430502144357031,4.0,0.04908198196517943,0.19965753532340944,0.7716808976787615
Middle Reef,36.521869,2008-06-22,2008,Jun,22,Jun-22,733215,174,399,0.4152844422614324,0.8914491896260763,8,-1.3081641289489447,-1.204313373903081,-1.2381252832854288,1239.0,0.26471267020540046,0.5387240677398308,4.0,0.02884411780986162,0.1897694255342232,0.7716808976787615
Middle Reef,36.521869,2008-09-27,2008,Sep,27,Sep-27,733312,271,372,0.3595194620757616,0.8968577377191396,11,-1.66978552935677,-1.189610783763669,-0.1070746889284234,841.0,0.2496574372912066,0.5057339471290087,4.0,-0.031115301516593866,0.11436515529309799,0.7716808976787615
Middle Reef,36.521869,2009-07-02,2009,Jul,2,Jul-02,733590,183,383,0.3594931171653931,0.9217461155340482,14,-1.6699563692521548,-1.1219542497084851,1.023975905428582,915.0,0.4380385263837572,0.7848380678743178,4.0,0.7191368386163984,0.7523028819950445,0.7716808976787615
Middle Reef,36.521869,2009-09-05,2009,Sep,5,Sep-05,733655,248,372,0.5203895313451004,1.154015542770502,11,-0.6265849482897605,-0.4905533391843805,-0.1070746889284234,676.0,0.39321499013806704,0.737486447745938,4.0,0.5406212871953316,0.6440730757862072,0.7716808976787615
Middle Reef,36.521869,2010-05-28,2010,May,28,May-28,733920,148,360,0.4990405447229959,1.165409063930628,11,-0.7650275768689969,-0.4595812060019291,-0.1070746889284234,806.0,0.5276204861057596,0.9337457346576568,4.0,1.0759086214025166,1.0926555008764367,0.7716808976787615
Middle Reef,36.521869,2010-09-18,2010,Sep,18,Sep-18,734033,261,385,0.3826839826839827,0.9434156699385856,14,-1.519569634825289,-1.0630477610480211,1.023975905428582,918.0,0.38915617137440217,0.69227236821843,4.0,0.5244565146137512,0.540728965238229,0.7716808976787615
Middle Reef,36.521869,2011-05-26,2011,May,26,May-26,734283,146,415,0.4553867644491007,1.038586642635781,13,-1.0481109941531264,-0.8043351119859463,0.6469590406429135,1110.0,0.4052071909601215,0.7486721795537821,4.0,0.5883817836177231,0.6696398796798171,0.7716808976787615
Middle Reef,36.521869,2011-09-11,2011,Sep,11,Sep-11,734391,254,442,0.5436020562070982,1.2920904081487865,16,-0.4760577586512344,-0.1152108037606781,1.778009634999919,1426.0,0.22320415344110622,0.4729035372618319,5.0,-0.13646893822018458,0.03932592985481893,1.368492586088213
